#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               20              33               4              HE  0.0005299  0.0005299  0.0005299  0.0005299   45485021
               20              33               5              HE  0.0005688  0.0005688  0.0005688  0.0005688   45585021
               20              33               6              HE  0.0005642  0.0005642  0.0005642  0.0005642   45685021
               21              33               1              HE  0.0002201  0.0002201  0.0002201  0.0002201   45185421
               21              33               2              HE  0.0010342  0.0010342  0.0010342  0.0010342   45285421
               21              33               3              HE  0.0007086  0.0007086  0.0007086  0.0007086   45385421
               21              33               4              HE  0.0006438  0.0006438  0.0006438  0.0006438   45485421
               21              33               5              HE  0.0007191  0.0007191  0.0007191  0.0007191   45585421
               21              33               6              HE  0.0007174  0.0007174  0.0007174  0.0007174   45685421
               22              33               1              HE  0.0002780  0.0002780  0.0002780  0.0002780   45185821
               22              33               2              HE  0.0010747  0.0010747  0.0010747  0.0010747   45285821
               22              33               3              HE  0.0006866  0.0006866  0.0006866  0.0006866   45385821
               22              33               4              HE  0.0007652  0.0007652  0.0007652  0.0007652   45485821
               22              33               5              HE  0.0008139  0.0008139  0.0008139  0.0008139   45585821
               22              33               6              HE  0.0008017  0.0008017  0.0008017  0.0008017   45685821
