## file created 05.May.2015 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4A00270B   0  14   t    3       2          1              2      HT    14    11      1
 4A00278B   0  14   t    3       2          2              0      HT    15    11      1
 4A00268B   0  14   t    3       2          1              0      HT    13    11      1
 4A00280B   0  14   t    3       2          2              2      HT    16    11      1
 4A00270C   0  14   t    3       2          1              3      HT    14    12      1
 4A00278C   0  14   t    3       2          2              1      HT    15    12      1
 4A00268C   0  14   t    3       2          1              1      HT    13    12      1
 4A00280C   0  14   t    3       2          2              3      HT    16    12      1
 4A00288B   0  14   t    3       2          3              0      HT    17    11      1
 4A002D0B   0  14   t    3       2          4              0      HT    26    11      1
 4A002D0C   0  14   t    3       2          4              1      HT    26    12      1
 4A00290B   0  14   t    3       2          3              2      HT    18    11      1
 4A00288C   0  14   t    3       2          3              1      HT    17    12      1
 4A002C8B   0  14   t    3       2          4              2      HT    25    11      1
 4A002C8C   0  14   t    3       2          4              3      HT    25    12      1
 4A00290C   0  14   t    3       2          3              3      HT    18    12      1
 4A00270D   0  14   b    3       3          1              2      HT    14    13      1
 4A00278D   0  14   b    3       3          2              0      HT    15    13      1
 4A00268D   0  14   b    3       3          1              0      HT    13    13      1
 4A00280D   0  14   b    3       3          2              2      HT    16    13      1
 4A00270E   0  14   b    3       3          1              3      HT    14    14      1
 4A00278E   0  14   b    3       3          2              1      HT    15    14      1
 4A00268E   0  14   b    3       3          1              1      HT    13    14      1
 4A00280E   0  14   b    3       3          2              3      HT    16    14      1
 4A00288D   0  14   b    3       3          3              0      HT    17    13      1
 4A002C8D   0  14   b    3       3          4              2      HT    25    13      1
 4A002C8E   0  14   b    3       3          4              3      HT    25    14      1
 4A00290D   0  14   b    3       3          3              2      HT    18    13      1
 4A00288E   0  14   b    3       3          3              1      HT    17    14      1
 4A002D0D   0  14   b    3       3          4              0      HT    26    13      1
 4A002D0E   0  14   b    3       3          4              1      HT    26    14      1
 4A00290E   0  14   b    3       3          3              3      HT    18    14      1
 4A002E0B   0  15   t    3       4          4              0      HT    28    11      1
 4A002E0C   0  15   t    3       4          4              1      HT    28    12      1
 4A002C0B   0  15   t    3       4          3              2      HT    24    11      1
 4A002C0C   0  15   t    3       4          3              3      HT    24    12      1
 4A002D8B   0  15   t    3       4          4              2      HT    27    11      1
 4A002D8C   0  15   t    3       4          4              3      HT    27    12      1
 4A002B8B   0  15   t    3       4          3              0      HT    23    11      1
 4A002B8C   0  15   t    3       4          3              1      HT    23    12      1
 4A002A0B   0  15   t    3       4          1              2      HT    20    11      1
 4A00298B   0  15   t    3       4          1              0      HT    19    11      1
 4A002B0B   0  15   t    3       4          2              2      HT    22    11      1
 4A002B0C   0  15   t    3       4          2              3      HT    22    12      1
 4A002A0C   0  15   t    3       4          1              3      HT    20    12      1
 4A00298C   0  15   t    3       4          1              1      HT    19    12      1
 4A002A8B   0  15   t    3       4          2              0      HT    21    11      1
 4A002A8C   0  15   t    3       4          2              1      HT    21    12      1
 4A002D8D   0  15   b    3       5          4              2      HT    27    13      1
 4A002D8E   0  15   b    3       5          4              3      HT    27    14      1
 4A002B8D   0  15   b    3       5          3              0      HT    23    13      1
 4A002B8E   0  15   b    3       5          3              1      HT    23    14      1
